MaintenanceLogID,MachineID,OperatorID,MaintenanceType,StartTime,EndTime,DescriptionOfWork,Cost,Status,MaintenanceDurationHours,IsUnplanned
552,15,34,Preventive,2025-02-01 00:14:02,2025-02-01 01:32:11,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1316.4,Completed,1.302,0
553,21,27,Predictive,2025-09-12 00:34:16,2025-09-12 05:25:08,Maintenance triggered by predictive analytics / sensor anomaly threshold.,3041.36,InProgress,4.848,0
554,7,56,Corrective,2023-12-04 03:19:58,,Corrective repair performed following identified fault or performance degradation.,4700.6,Scheduled,0.0,1
555,17,51,Corrective,2023-12-31 01:15:23,,Corrective repair performed following identified fault or performance degradation.,1451.16,Scheduled,0.0,1
556,12,19,Preventive,2024-02-14 16:50:48,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,791.56,Scheduled,0.0,0
557,30,37,Preventive,2025-12-24 11:57:28,2025-12-24 13:41:19,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1038.81,Completed,1.731,0
558,1,8,Preventive,2025-07-04 09:59:41,2025-07-04 15:28:43,Routine scheduled preventive maintenance performed per manufacturer guidelines.,317.19,Completed,5.484,0
559,33,15,Preventive,2023-04-29 14:26:58,2023-04-29 17:42:32,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1077.51,InProgress,3.259,0
560,24,15,Preventive,2023-06-12 20:11:57,2023-06-12 21:45:21,Routine scheduled preventive maintenance performed per manufacturer guidelines.,975.03,Completed,1.557,0
561,28,34,Preventive,2024-01-15 03:03:01,2024-01-15 07:16:39,Routine scheduled preventive maintenance performed per manufacturer guidelines.,645.31,Completed,4.227,0
562,25,61,Preventive,2025-03-13 11:14:15,2025-03-13 12:34:33,Routine scheduled preventive maintenance performed per manufacturer guidelines.,447.89,Completed,1.338,0
563,33,16,Corrective,2025-11-11 02:37:22,2025-11-11 11:58:02,Corrective repair performed following identified fault or performance degradation.,2103.63,Completed,9.344,1
564,12,51,Corrective,2025-12-14 08:18:46,2025-12-14 12:13:32,Corrective repair performed following identified fault or performance degradation.,5811.67,Completed,3.913,1
565,30,55,Preventive,2023-07-18 18:00:53,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1103.44,Scheduled,0.0,0
566,29,53,Corrective,2024-07-17 22:28:14,2024-07-18 02:13:58,Corrective repair performed following identified fault or performance degradation.,5625.8,InProgress,3.762,1
567,35,68,Preventive,2023-07-26 08:26:18,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,427.84,Scheduled,0.0,0
568,33,6,Preventive,2023-12-07 14:27:34,2023-12-07 16:58:32,Routine scheduled preventive maintenance performed per manufacturer guidelines.,520.37,InProgress,2.516,0
569,31,61,Corrective,2024-12-02 18:40:10,2024-12-02 23:28:29,Corrective repair performed following identified fault or performance degradation.,2245.32,Completed,4.805,1
570,30,4,Emergency,2023-10-12 14:28:02,2023-10-13 00:45:24,Unplanned emergency repair following unexpected machine failure.,11274.86,Completed,10.289,1
571,31,41,Corrective,2023-07-14 10:57:01,2023-07-14 16:48:42,Corrective repair performed following identified fault or performance degradation.,3121.11,Completed,5.861,1
572,33,69,Corrective,2025-11-12 16:19:37,2025-11-12 21:46:59,Corrective repair performed following identified fault or performance degradation.,4492.48,Completed,5.456,1
573,26,70,Preventive,2025-02-28 10:10:57,2025-02-28 15:38:15,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1465.47,Completed,5.455,0
574,11,3,Preventive,2023-06-09 08:14:49,2023-06-09 10:34:38,Routine scheduled preventive maintenance performed per manufacturer guidelines.,371.74,Completed,2.33,0
575,9,5,Preventive,2023-04-02 14:57:01,2023-04-02 17:06:06,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1171.52,Completed,2.151,0
576,4,67,Emergency,2024-01-05 11:36:49,2024-01-05 18:22:55,Unplanned emergency repair following unexpected machine failure.,4484.0,Completed,6.768,1
577,16,48,Corrective,2025-02-24 17:25:43,2025-02-24 23:29:16,Corrective repair performed following identified fault or performance degradation.,809.95,Completed,6.059,1
578,3,74,Preventive,2023-06-17 11:08:27,2023-06-17 13:24:19,Routine scheduled preventive maintenance performed per manufacturer guidelines.,906.24,Completed,2.264,0
579,20,63,Corrective,2023-01-14 13:18:02,,Corrective repair performed following identified fault or performance degradation.,5230.95,Scheduled,0.0,1
580,25,3,Preventive,2025-02-24 12:47:49,2025-02-24 18:21:23,Routine scheduled preventive maintenance performed per manufacturer guidelines.,990.64,Completed,5.559,0
581,12,77,Preventive,2024-01-20 08:02:22,,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1430.83,Scheduled,0.0,0
582,28,20,Preventive,2023-11-06 09:25:14,2023-11-06 13:27:09,Routine scheduled preventive maintenance performed per manufacturer guidelines.,572.17,Completed,4.032,0
583,26,76,Preventive,2024-07-09 07:50:57,2024-07-09 11:53:16,Routine scheduled preventive maintenance performed per manufacturer guidelines.,738.08,Completed,4.039,0
584,18,57,Emergency,2025-07-22 10:31:15,2025-07-22 21:50:53,Unplanned emergency repair following unexpected machine failure.,5097.27,Completed,11.327,1
585,17,33,Preventive,2025-06-21 04:25:54,2025-06-21 07:54:36,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1322.05,Completed,3.478,0
586,24,28,Emergency,2024-07-01 16:42:20,2024-07-02 04:48:51,Unplanned emergency repair following unexpected machine failure.,6292.57,Completed,12.109,1
587,30,58,Predictive,2023-10-31 15:59:56,2023-10-31 22:22:40,Maintenance triggered by predictive analytics / sensor anomaly threshold.,2108.11,Completed,6.379,0
588,10,59,Preventive,2024-08-03 03:51:00,2024-08-03 07:29:20,Routine scheduled preventive maintenance performed per manufacturer guidelines.,970.47,Completed,3.639,0
589,34,49,Predictive,2024-04-30 09:44:56,2024-04-30 16:07:48,Maintenance triggered by predictive analytics / sensor anomaly threshold.,1289.22,Completed,6.381,0
590,13,34,Predictive,2025-08-05 09:59:38,2025-08-05 14:58:48,Maintenance triggered by predictive analytics / sensor anomaly threshold.,1651.62,Completed,4.986,0
591,10,39,Predictive,2025-07-14 03:34:13,2025-07-14 10:18:40,Maintenance triggered by predictive analytics / sensor anomaly threshold.,988.34,Completed,6.741,0
592,16,74,Corrective,2025-02-19 06:53:12,2025-02-19 17:22:28,Corrective repair performed following identified fault or performance degradation.,1760.82,Completed,10.488,1
593,28,29,Emergency,2023-07-31 16:04:34,2023-08-01 15:38:22,Unplanned emergency repair following unexpected machine failure.,3019.99,InProgress,23.563,1
594,19,33,Preventive,2023-08-21 17:48:29,2023-08-21 20:15:27,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1003.67,Completed,2.449,0
595,23,76,Preventive,2024-01-14 12:05:13,2024-01-14 17:05:08,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1438.87,Completed,4.999,0
596,20,29,Preventive,2024-04-01 10:09:37,2024-04-01 12:23:02,Routine scheduled preventive maintenance performed per manufacturer guidelines.,1183.25,Completed,2.224,0
597,32,54,Preventive,2025-03-18 00:46:36,2025-03-18 06:19:14,Routine scheduled preventive maintenance performed per manufacturer guidelines.,974.75,InProgress,5.544,0
598,7,56,Corrective,2023-10-01 01:34:36,,Corrective repair performed following identified fault or performance degradation.,3802.81,Scheduled,0.0,1
599,27,59,Corrective,2024-01-15 21:10:59,2024-01-16 07:22:57,Corrective repair performed following identified fault or performance degradation.,5883.37,Completed,10.199,1
600,3,67,Emergency,2024-06-22 19:29:05,,Unplanned emergency repair following unexpected machine failure.,13544.14,Scheduled,0.0,1
